1 15.7251 ALA-2
2 18.3345 ALA-2
3 18.4358 ALA-2
4 12.0719 ALA-2
5 9.36391 ALA-2
6 13.514 ALA-2
7 12.4028 ALA-2
8 6.937 ALA-2
9 10.5827 ALA-2
10 7.83569 ALA-2
11 -4.77733 ALA-2
12 -1.54862 ALA-2
13 -0.148458 ALA-2
14 -8.32751 ALA-2
15 -11.0803 ALA-2
16 -7.90593 ALA-2
17 -10.0373 ALA-2
18 -14.2096 ALA-2
19 -13.6378 ALA-2
20 -13.4929 ALA-2
21 -13.3469 ALA-2
22 -14.9647 ALA-2
23 -7.81629 ALA-2
24 0.905526 ALA-2
25 -3.08431 ALA-2
26 -2.78829 ALA-2
27 5.68606 ALA-2
28 5.71988 ALA-2
29 4.8559 ALA-2
30 3.6276 ALA-2
31 10.5018 ALA-2
32 8.31977 ALA-2
33 1.0356 ALA-2
34 9.39005 ALA-2
35 13.808 ALA-2
36 10.9236 ALA-2
37 15.8218 ALA-2
38 19.7649 ALA-2
39 13.3182 ALA-2
40 10.7368 ALA-2
41 11.273 ALA-2
42 11.9291 ALA-2
43 8.80693 ALA-2
44 12.2451 ALA-2
45 16.6381 ALA-2
46 13.4806 ALA-2
47 10.1529 ALA-2
48 5.68716 ALA-2
49 6.85306 ALA-2
50 5.61283 ALA-2
51 7.59615 ALA-2
52 8.6502 ALA-2
53 8.21321 ALA-2
54 10.4025 ALA-2
55 5.93188 ALA-2
56 4.60503 ALA-2
57 4.42317 ALA-2
58 2.55034 ALA-2
59 9.64524 ALA-2
60 15.7021 ALA-2
61 12.0775 ALA-2
62 11.1594 ALA-2
63 15.6219 ALA-2
64 14.449 ALA-2
65 6.16199 ALA-2
66 4.34807 ALA-2
67 17.59 ALA-2
68 17.1261 ALA-2
69 12.9355 ALA-2
70 16.8365 ALA-2
71 14.3678 ALA-2
72 10.968 ALA-2
73 8.85841 ALA-2
74 10.9701 ALA-2
75 14.8729 ALA-2
76 21.755 ALA-2
77 24.2675 ALA-2
78 22.7456 ALA-2
79 29.223 ALA-2
80 29.5421 ALA-2
81 27.097 ALA-2
82 28.7289 ALA-2
83 27.5039 ALA-2
84 22.5453 ALA-2
85 19.7003 ALA-2
86 24.3899 ALA-2
87 22.9061 ALA-2
88 18.3668 ALA-2
89 23.0942 ALA-2
90 21.7675 ALA-2
91 17.3493 ALA-2
92 15.379 ALA-2
93 9.01442 ALA-2
94 6.02117 ALA-2
95 5.76425 ALA-2
96 3.03363 ALA-2
97 0.833449 ALA-2
98 1.72139 ALA-2
99 6.7282 ALA-2
100 0.85594 ALA-2
101 1.49066 ALA-2
102 6.93948 ALA-2
103 1.64808 ALA-2
104 5.30188 ALA-2
105 14.3506 ALA-2
106 11.5957 ALA-2
107 11.5466 ALA-2
108 18.0179 ALA-2
109 17.7629 ALA-2
110 12.1466 ALA-2
111 15.285 ALA-2
112 17.6727 ALA-2
113 13.6115 ALA-2
114 9.99711 ALA-2
115 6.69634 ALA-2
116 8.36205 ALA-2
117 5.57525 ALA-2
118 7.21795 ALA-2
119 13.2908 ALA-2
120 13.309 ALA-2
121 19.2223 ALA-2
122 17.1244 ALA-2
123 11.3867 ALA-2
124 13.3037 ALA-2
125 10.5774 ALA-2
126 10.2633 ALA-2
127 10.9746 ALA-2
128 6.92354 ALA-2
129 8.11497 ALA-2
130 11.3057 ALA-2
131 9.64311 ALA-2
132 4.58097 ALA-2
133 8.35472 ALA-2
134 16.5171 ALA-2
135 9.50093 ALA-2
136 13.5997 ALA-2
137 24.7039 ALA-2
138 19.2118 ALA-2
139 12.9123 ALA-2
140 21.1851 ALA-2
141 18.42 ALA-2
142 10.6349 ALA-2
143 12.6678 ALA-2
144 12.5093 ALA-2
145 9.69693 ALA-2
146 7.78933 ALA-2
147 5.79143 ALA-2
148 10.6039 ALA-2
149 13.5807 ALA-2
150 7.95446 ALA-2
151 10.9327 ALA-2
152 12.9364 ALA-2
153 7.18376 ALA-2
154 8.50622 ALA-2
155 5.74154 ALA-2
156 3.89916 ALA-2
157 3.07419 ALA-2
158 -1.13749 ALA-2
159 4.28509 ALA-2
160 2.98262 ALA-2
161 -0.740217 ALA-2
162 3.36728 ALA-2
163 3.84415 ALA-2
164 0.867669 ALA-2
165 3.19756 ALA-2
166 4.32099 ALA-2
167 -3.96771 ALA-2
168 2.83862 ALA-2
169 8.40936 ALA-2
170 0.443484 ALA-2
171 4.03232 ALA-2
172 12.3047 ALA-2
173 13.9424 ALA-2
174 13.112 ALA-2
175 5.88121 ALA-2
176 3.48473 ALA-2
177 5.88671 ALA-2
178 8.95976 ALA-2
179 9.32697 ALA-2
180 8.12376 ALA-2
181 10.4554 ALA-2
182 19.1634 ALA-2
183 12.4613 ALA-2
184 8.09171 ALA-2
185 8.48799 ALA-2
186 11.1856 ALA-2
187 9.15405 ALA-2
188 3.26156 ALA-2
189 8.99594 ALA-2
190 11.5958 ALA-2
191 14.4574 ALA-2
192 8.55826 ALA-2
