     1	15.7251
     2	18.3345
     3	18.4358
     4	12.0719
     5	9.36391
     6	13.514
     7	12.4028
     8	6.937
     9	10.5827
    10	7.83569
    11	-4.77733
    12	-1.54862
    13	-0.148458
    14	-8.32751
    15	-11.0803
    16	-7.90593
    17	-10.0373
    18	-14.2096
    19	-13.6378
    20	-13.4929
    21	-13.3469
    22	-14.9647
    23	-7.81629
    24	0.905526
    25	-3.08431
    26	-2.78829
    27	5.68606
    28	5.71988
    29	4.8559
    30	3.6276
    31	10.5018
    32	8.31977
    33	1.0356
    34	9.39005
    35	13.808
    36	10.9236
    37	15.8218
    38	19.7649
    39	13.3182
    40	10.7368
    41	11.273
    42	11.9291
    43	8.80693
    44	12.2451
    45	16.6381
    46	13.4806
    47	10.1529
    48	5.68716
    49	6.85306
    50	5.61283
    51	7.59615
    52	8.6502
    53	8.21321
    54	10.4025
    55	5.93188
    56	4.60503
    57	4.42317
    58	2.55034
    59	9.64524
    60	15.7021
    61	12.0775
    62	11.1594
    63	15.6219
    64	14.449
    65	6.16199
    66	4.34807
    67	17.59
    68	17.1261
    69	12.9355
    70	16.8365
    71	14.3678
    72	10.968
    73	8.85841
    74	10.9701
    75	14.8729
    76	21.755
    77	24.2675
    78	22.7456
    79	29.223
    80	29.5421
    81	27.097
    82	28.7289
    83	27.5039
    84	22.5453
    85	19.7003
    86	24.3899
    87	22.9061
    88	18.3668
    89	23.0942
    90	21.7675
    91	17.3493
    92	15.379
    93	9.01442
    94	6.02117
    95	5.76425
    96	3.03363
    97	0.833449
    98	1.72139
    99	6.7282
   100	0.85594
   101	1.49066
   102	6.93948
   103	1.64808
   104	5.30188
   105	14.3506
   106	11.5957
   107	11.5466
   108	18.0179
   109	17.7629
   110	12.1466
   111	15.285
   112	17.6727
   113	13.6115
   114	9.99711
   115	6.69634
   116	8.36205
   117	5.57525
   118	7.21795
   119	13.2908
   120	13.309
   121	19.2223
   122	17.1244
   123	11.3867
   124	13.3037
   125	10.5774
   126	10.2633
   127	10.9746
   128	6.92354
   129	8.11497
   130	11.3057
   131	9.64311
   132	4.58097
   133	8.35472
   134	16.5171
   135	9.50093
   136	13.5997
   137	24.7039
   138	19.2118
   139	12.9123
   140	21.1851
   141	18.42
   142	10.6349
   143	12.6678
   144	12.5093
   145	9.69693
   146	7.78933
   147	5.79143
   148	10.6039
   149	13.5807
   150	7.95446
   151	10.9327
   152	12.9364
   153	7.18376
   154	8.50622
   155	5.74154
   156	3.89916
   157	3.07419
   158	-1.13749
   159	4.28509
   160	2.98262
   161	-0.740217
   162	3.36728
   163	3.84415
   164	0.867669
   165	3.19756
   166	4.32099
   167	-3.96771
   168	2.83862
   169	8.40936
   170	0.443484
   171	4.03232
   172	12.3047
   173	13.9424
   174	13.112
   175	5.88121
   176	3.48473
   177	5.88671
   178	8.95976
   179	9.32697
   180	8.12376
   181	10.4554
   182	19.1634
   183	12.4613
   184	8.09171
   185	8.48799
   186	11.1856
   187	9.15405
   188	3.26156
   189	8.99594
   190	11.5958
