     1	-90.936
     2	-89.375
     3	-87.946
     4	-86.655
     5	-85.517
     6	-84.565
     7	-83.846
     8	-83.411
     9	-83.297
    10	-83.515
    11	-84.054
    12	-84.885
    13	-85.973
    14	-87.275
    15	-88.741
    16	-90.308
    17	-91.903
    18	-93.463
    19	-94.946
    20	-96.335
    21	-97.634
    22	-98.851
    23	-99.984
    24	-101.012
    25	-101.890
    26	-102.566
    27	-102.990
    28	-103.143
    29	-103.034
    30	-102.696
    31	-102.165
    32	-101.469
    33	-100.623
    34	-99.639
    35	-98.543
    36	-97.388
    37	-96.247
    38	-95.195
    39	-94.295
    40	-93.587
    41	-93.092
    42	-92.814
    43	-92.748
    44	-92.884
    45	-93.204
    46	-93.685
    47	-94.298
    48	-95.022
    49	-95.844
    50	-96.765
    51	-97.787
    52	-98.904
    53	-100.090
    54	-101.286
    55	-102.403
    56	-103.335
    57	-103.982
    58	-104.289
    59	-104.261
    60	-103.957
    61	-103.452
    62	-102.814
    63	-102.085
    64	-101.283
    65	-100.408
    66	-99.464
    67	-98.474
    68	-97.488
    69	-96.569
    70	-95.782
    71	-95.178
    72	-94.786
    73	-94.617
    74	-94.671
    75	-94.935
    76	-95.380
    77	-95.969
    78	-96.648
    79	-97.366
    80	-98.085
    81	-98.781
    82	-99.444
    83	-100.062
    84	-100.621
    85	-101.095
    86	-101.456
    87	-101.683
    88	-101.773
    89	-101.748
    90	-101.650
    91	-101.522
    92	-101.404
    93	-101.324
    94	-101.298
    95	-101.337
    96	-101.446
    97	-101.631
    98	-101.900
    99	-102.266
   100	-102.749
   101	-103.370
   102	-104.150
   103	-105.098
   104	-106.209
   105	-107.452
   106	-108.773
   107	-110.095
   108	-111.340
   109	-112.443
   110	-113.373
   111	-114.132
   112	-114.733
   113	-115.173
   114	-115.424
   115	-115.434
   116	-115.143
   117	-114.519
   118	-113.585
   119	-112.426
   120	-111.158
   121	-109.896
   122	-108.721
   123	-107.668
   124	-106.735
   125	-105.893
   126	-105.113
   127	-104.395
   128	-103.769
   129	-103.286
   130	-102.998
   131	-102.944
   132	-103.147
   133	-103.615
   134	-104.347
   135	-105.323
   136	-106.495
   137	-107.779
   138	-109.068
   139	-110.263
   140	-111.308
   141	-112.206
   142	-112.986
   143	-113.675
   144	-114.266
   145	-114.707
   146	-114.916
   147	-114.813
   148	-114.367
   149	-113.620
   150	-112.663
   151	-111.601
   152	-110.508
   153	-109.409
   154	-108.289
   155	-107.110
   156	-105.851
   157	-104.535
   158	-103.238
   159	-102.057
   160	-101.076
   161	-100.345
   162	-99.887
   163	-99.710
   164	-99.818
   165	-100.209
   166	-100.867
   167	-101.751
   168	-102.791
   169	-103.911
   170	-105.053
   171	-106.205
   172	-107.385
   173	-108.619
   174	-109.908
   175	-111.208
   176	-112.428
   177	-113.446
   178	-114.157
   179	-114.513
   180	-114.542
   181	-114.317
   182	-113.917
   183	-113.388
   184	-112.734
   185	-111.921
   186	-110.912
   187	-109.702
   188	-108.353
   189	-106.974
   190	-105.694
   191	-104.611
   192	-103.781
   193	-103.217
   194	-102.909
   195	-102.820
   196	-102.904
   197	-103.113
   198	-103.404
   199	-103.744
   200	-104.119
   201	-104.529
   202	-104.982
   203	-105.475
   204	-105.990
   205	-106.482
   206	-106.889
   207	-107.140
   208	-107.183
   209	-107.005
   210	-106.637
   211	-106.132
   212	-105.549
   213	-104.924
   214	-104.272
   215	-103.582
   216	-102.836
   217	-102.028
   218	-101.178
   219	-100.334
   220	-99.555
   221	-98.892
   222	-98.377
   223	-98.023
   224	-97.826
   225	-97.763
   226	-97.800
   227	-97.899
   228	-98.023
   229	-98.150
   230	-98.273
   231	-98.406
   232	-98.564
   233	-98.759
   234	-98.987
   235	-99.229
   236	-99.447
   237	-99.598
   238	-99.643
   239	-99.572
   240	-99.402
   241	-99.176
   242	-98.939
   243	-98.732
   244	-98.578
   245	-98.483
   246	-98.440
   247	-98.435
   248	-98.462
   249	-98.525
   250	-98.644
   251	-98.849
   252	-99.168
   253	-99.619
   254	-100.202
   255	-100.891
   256	-101.635
   257	-102.362
   258	-103.003
   259	-103.504
   260	-103.845
   261	-104.034
   262	-104.088
   263	-104.022
   264	-103.831
   265	-103.500
   266	-103.008
   267	-102.350
   268	-101.556
   269	-100.690
   270	-99.828
   271	-99.032
   272	-98.340
   273	-97.760
