1 -90.936 -171.776
2 -89.375 -171.180
3 -87.946 -170.544
4 -86.655 -169.876
5 -85.517 -169.186
6 -84.565 -168.494
7 -83.846 -167.834
8 -83.411 -167.252
9 -83.297 -166.800
10 -83.515 -166.517
11 -84.054 -166.415
12 -84.885 -166.483
13 -85.973 -166.696
14 -87.275 -167.033
15 -88.741 -167.490
16 -90.308 -168.080
17 -91.903 -168.825
18 -93.463 -169.743
19 -94.946 -170.826
20 -96.335 -172.034
21 -97.634 -173.309
22 -98.851 -174.590
23 -99.984 -175.827
24 -101.012 -176.989
25 -101.890 -178.054
26 -102.566 -179.011
27 -102.990 -179.855
28 -103.143 179.420
29 -103.034 178.814
30 -102.696 178.323
31 -102.165 177.943
32 -101.469 177.666
33 -100.623 177.500
34 -99.639 177.467
35 -98.543 177.610
36 -97.388 177.984
37 -96.247 178.640
38 -95.195 179.603
39 -94.295 -179.151
40 -93.587 -177.701
41 -93.092 -176.146
42 -92.814 -174.579
43 -92.748 -173.060
44 -92.884 -171.619
45 -93.204 -170.264
46 -93.685 -168.994
47 -94.298 -167.806
48 -95.022 -166.704
49 -95.844 -165.707
50 -96.765 -164.841
51 -97.787 -164.133
52 -98.904 -163.606
53 -100.090 -163.275
54 -101.286 -163.146
55 -102.403 -163.217
56 -103.335 -163.471
57 -103.982 -163.887
58 -104.289 -164.437
59 -104.261 -165.091
60 -103.957 -165.815
61 -103.452 -166.569
62 -102.814 -167.317
63 -102.085 -168.027
64 -101.283 -168.674
65 -100.408 -169.241
66 -99.464 -169.712
67 -98.474 -170.069
68 -97.488 -170.296
69 -96.569 -170.389
70 -95.782 -170.351
71 -95.178 -170.197
72 -94.786 -169.947
73 -94.617 -169.621
74 -94.671 -169.242
75 -94.935 -168.832
76 -95.380 -168.410
77 -95.969 -167.997
78 -96.648 -167.611
79 -97.366 -167.264
80 -98.085 -166.964
81 -98.781 -166.707
82 -99.444 -166.484
83 -100.062 -166.285
84 -100.621 -166.107
85 -101.095 -165.959
86 -101.456 -165.863
87 -101.683 -165.843
88 -101.773 -165.923
89 -101.748 -166.111
90 -101.650 -166.406
91 -101.522 -166.789
92 -101.404 -167.244
93 -101.324 -167.752
94 -101.298 -168.302
95 -101.337 -168.892
96 -101.446 -169.524
97 -101.631 -170.204
98 -101.900 -170.934
99 -102.266 -171.716
100 -102.749 -172.543
101 -103.370 -173.397
102 -104.150 -174.248
103 -105.098 -175.053
104 -106.209 -175.761
105 -107.452 -176.325
106 -108.773 -176.711
107 -110.095 -176.908
108 -111.340 -176.934
109 -112.443 -176.826
110 -113.373 -176.631
111 -114.132 -176.392
112 -114.733 -176.137
113 -115.173 -175.880
114 -115.424 -175.622
115 -115.434 -175.362
116 -115.143 -175.107
117 -114.519 -174.876
118 -113.585 -174.701
119 -112.426 -174.626
120 -111.158 -174.693
121 -109.896 -174.937
122 -108.721 -175.380
123 -107.668 -176.028
124 -106.735 -176.863
125 -105.893 -177.841
126 -105.113 -178.898
127 -104.395 -179.952
128 -103.769 179.076
129 -103.286 178.247
130 -102.998 177.594
131 -102.944 177.122
132 -103.147 176.813
133 -103.615 176.640
134 -104.347 176.581
135 -105.323 176.622
136 -106.495 176.763
137 -107.779 177.020
138 -109.068 177.408
139 -110.263 177.942
140 -111.308 178.624
141 -112.206 179.448
142 -112.986 -179.605
143 -113.675 -178.559
144 -114.266 -177.444
145 -114.707 -176.296
146 -114.916 -175.156
147 -114.813 -174.064
148 -114.367 -173.051
149 -113.620 -172.125
150 -112.663 -171.279
151 -111.601 -170.494
152 -110.508 -169.760
153 -109.409 -169.082
154 -108.289 -168.485
155 -107.110 -168.009
156 -105.851 -167.698
157 -104.535 -167.584
158 -103.238 -167.681
159 -102.057 -167.980
160 -101.076 -168.459
161 -100.345 -169.093
162 -99.887 -169.862
163 -99.710 -170.756
164 -99.818 -171.776
165 -100.209 -172.926
166 -100.867 -174.200
167 -101.751 -175.575
168 -102.791 -177.006
169 -103.911 -178.441
170 -105.053 -179.818
171 -106.205 178.921
172 -107.385 177.829
173 -108.619 176.956
174 -109.908 176.345
175 -111.208 176.026
176 -112.428 176.008
177 -113.446 176.275
178 -114.157 176.778
179 -114.513 177.452
180 -114.542 178.232
181 -114.317 179.074
182 -113.917 179.954
183 -113.388 -179.126
184 -112.734 -178.159
185 -111.921 -177.140
186 -110.912 -176.087
187 -109.702 -175.042
188 -108.353 -174.060
189 -106.974 -173.197
190 -105.694 -172.494
191 -104.611 -171.972
192 -103.781 -171.628
193 -103.217 -171.444
194 -102.909 -171.391
195 -102.820 -171.435
196 -102.904 -171.545
197 -103.113 -171.700
198 -103.404 -171.884
199 -103.744 -172.093
200 -104.119 -172.335
201 -104.529 -172.630
202 -104.982 -173.003
203 -105.475 -173.477
204 -105.990 -174.058
205 -106.482 -174.729
206 -106.889 -175.448
207 -107.140 -176.157
208 -107.183 -176.801
209 -107.005 -177.344
210 -106.637 -177.783
211 -106.132 -178.136
212 -105.549 -178.437
213 -104.924 -178.714
